Moisture,Texture,Crop,Nitrogen,Potassium,Phosphorus,pH,EC_dS_m,Organic_Matter_%,Iron_ppm,Zinc_ppm,Manganese_ppm,Copper_ppm,Boron_ppm
25.52,Black,Sugarcane,3,14,20,6.83,0.64,3.65,4.13,0.59,4.7,0.66,0.31
68.9,Red,Barley,8,0,42,7.21,0.53,3.15,2.89,1.88,1.71,0.92,0.7
36.26,Red,Pulses,39,0,0,7.47,1.43,1.2,3.57,1.83,2.43,1.17,0.89
52.25,Black,Oil seeds,18,3,41,6.29,1.16,3.19,2.61,1.26,2.55,0.35,0.23
36.64,Clayey,Sugarcane,10,0,38,7.43,1.85,3.12,6.01,1.24,2.15,0.25,0.22
39.13,Red,Ground Nuts,17,0,43,6.46,0.98,1.23,4.93,1.72,2.59,0.51,0.99
35.65,Clayey,Oil seeds,41,2,0,6.46,0.86,2.16,5.76,0.71,2.99,0.24,0.74
60.71,Clayey,Sugarcane,9,2,35,6.38,1.2,2.78,4.59,1.48,1.68,0.32,0.31
57.93,Loamy,Wheat,27,0,15,6.72,1.13,2.38,4.9,1.21,1.95,1.19,0.45
39.39,Clayey,Ground Nuts,9,11,21,6.06,0.95,3.22,5.3,1.61,1.84,1.16,0.99
37.43,Black,Sugarcane,33,0,2,6.74,1.51,2.31,6.13,0.55,1.66,0.89,0.38
39.87,Sandy,Millets,21,1,19,6.72,1.62,1.6,2.87,1.39,3.19,0.95,0.8
26.85,Loamy,Millets,11,3,36,7.1,1.76,3.74,3.82,1.34,2.67,0.34,0.39
50.16,Sandy,Wheat,33,0,2,7.22,1.96,1.83,5.34,1.76,4.77,0.8,0.52
55.43,Clayey,Paddy,42,4,0,6.55,0.83,3.07,6.33,1.52,1.86,0.35,0.9
36.43,Loamy,Sugarcane,17,0,39,6.31,1.55,1.57,6.42,1.82,4.74,0.58,0.22
32.77,Black,Pulses,17,0,21,6.24,1.03,2.06,5.05,1.83,1.8,0.55,0.45
53.41,Sandy,Maize,41,1,0,6.13,1.48,2.35,3.27,1.11,3.67,0.81,0.59
39.07,Red,Tobacco,24,0,14,5.9,1.16,1.7,2.98,0.71,2.37,0.28,0.7
37.19,Red,Sugarcane,17,0,38,6.38,1.99,2.37,6.28,1.45,4.39,0.3,0.22
61.53,Sandy,Millets,12,11,32,6.26,1.57,1.61,4.24,1.81,1.72,0.81,0.53
67.99,Black,Ground Nuts,13,4,6,7.44,1.92,2.65,3.28,0.61,4.83,0.84,0.48
44.4,Clayey,Sugarcane,4,15,14,6.75,1.74,2.93,6.24,1.34,1.67,0.54,0.22
69.11,Sandy,Oil seeds,15,0,41,6.39,1.84,1.36,2.92,0.67,2.34,0.35,0.48
70.0,Black,Paddy,9,3,8,6.79,1.7,3.46,5.42,0.54,3.12,1.09,0.95
42.85,Loamy,Wheat,14,0,7,6.04,1.13,1.68,5.0,1.52,4.15,0.25,0.42
51.32,Black,Millets,18,4,17,6.55,0.8,1.79,2.85,1.52,4.83,0.92,0.67
64.18,Black,Oil seeds,34,0,1,6.86,0.99,2.92,3.85,1.4,3.0,0.34,0.44
37.33,Black,Paddy,27,0,20,6.63,0.43,2.42,3.1,1.79,4.15,0.84,0.29
47.98,Red,Sugarcane,8,0,8,6.48,1.24,2.5,4.92,0.62,4.05,0.86,0.43
26.32,Clayey,Cotton,11,1,12,7.49,1.21,1.53,4.41,0.66,3.5,1.0,0.58
28.88,Loamy,Paddy,33,3,0,7.3,1.24,3.29,2.52,1.8,3.92,0.6,0.44
56.57,Black,Barley,5,16,13,6.86,1.96,2.8,6.4,1.25,1.63,0.22,0.7
69.25,Sandy,Millets,40,0,0,6.77,1.86,1.55,3.9,0.91,3.05,1.01,0.96
28.0,Black,Oil seeds,7,9,32,6.86,0.66,2.17,3.53,1.61,4.25,0.64,0.26
70.0,Red,Barley,11,4,28,6.14,0.99,3.31,3.39,1.84,3.16,1.05,0.77
39.77,Loamy,Cotton,4,7,26,6.47,1.08,2.68,3.14,1.53,4.56,0.98,0.2
36.01,Red,Ground Nuts,45,0,0,5.87,0.98,1.48,6.5,1.69,4.42,0.7,0.2
46.58,Red,Paddy,24,1,24,6.61,1.68,2.17,3.68,0.92,4.52,1.2,0.31
47.39,Loamy,Wheat,13,20,20,6.72,1.24,1.83,4.12,0.93,1.95,0.66,0.58
65.21,Black,Sugarcane,13,3,28,6.19,1.32,2.55,5.99,1.8,2.35,0.9,0.24
34.71,Loamy,Sugarcane,33,4,1,7.44,1.76,3.39,5.07,1.42,1.6,0.87,0.78
36.46,Sandy,Cotton,11,5,26,7.35,1.69,2.33,3.97,0.85,4.94,0.72,0.22
56.39,Sandy,Tobacco,19,0,23,7.03,0.61,2.33,6.09,1.29,2.33,0.79,0.6
40.55,Black,Sugarcane,14,19,23,6.71,1.54,3.55,5.5,1.53,2.78,1.0,0.74
50.55,Red,Tobacco,16,0,42,7.28,1.1,2.7,3.41,0.83,2.46,0.77,0.39
26.99,Clayey,Pulses,27,0,19,6.02,0.87,2.67,5.07,1.48,1.64,0.65,0.66
70.0,Sandy,Maize,38,0,3,7.14,0.48,1.88,6.19,0.56,2.41,0.86,0.41
49.89,Loamy,Tobacco,24,0,27,6.01,1.18,2.78,4.49,0.96,1.84,0.24,0.37
51.32,Black,Cotton,8,0,8,7.15,0.97,2.7,5.43,1.51,2.88,0.31,0.85
42.9,Loamy,Tobacco,37,0,0,6.27,0.8,2.23,6.38,0.72,4.88,0.33,0.47
27.39,Black,Ground Nuts,15,9,6,7.29,1.51,3.78,5.26,0.83,3.94,0.63,0.85
64.25,Loamy,Paddy,9,8,25,7.4,1.63,3.49,2.91,1.82,3.97,1.07,0.37
70.0,Red,Paddy,40,1,0,6.05,0.79,3.15,3.48,1.51,3.09,0.84,0.48
66.46,Sandy,Oil seeds,11,0,12,6.59,0.48,2.6,4.88,1.25,4.34,1.17,0.28
44.6,Clayey,Millets,36,0,0,7.47,1.76,2.4,3.6,0.82,4.68,0.24,0.6
67.03,Black,Pulses,22,2,19,6.62,0.42,1.68,6.33,1.01,4.87,0.92,0.51
36.11,Red,Cotton,18,0,21,7.27,1.9,1.99,4.12,1.36,1.85,0.51,0.2
42.28,Sandy,Cotton,37,0,0,6.8,1.4,3.21,4.33,0.73,4.58,0.22,0.57
59.57,Clayey,Wheat,5,5,34,6.44,0.91,2.38,5.31,1.22,2.29,1.03,0.26
43.49,Red,Oil seeds,35,0,3,6.29,0.79,3.49,4.6,1.11,2.89,0.36,0.87
52.43,Loamy,Tobacco,21,0,21,6.15,0.41,1.58,4.03,1.22,2.71,0.41,0.59
29.3,Clayey,Wheat,38,2,0,7.1,0.78,2.52,2.81,0.66,3.86,0.54,0.75
51.88,Loamy,Millets,33,2,0,6.46,0.62,2.88,4.89,0.66,3.59,0.99,0.86
66.14,Loamy,Wheat,8,0,17,6.67,1.38,2.54,5.97,1.95,1.88,0.82,0.24
34.93,Sandy,Tobacco,5,10,28,6.64,0.67,3.51,5.24,1.97,4.24,0.46,0.47
47.88,Loamy,Pulses,10,3,6,6.78,1.25,3.77,4.03,1.14,3.04,0.37,0.22
20.71,Red,Oil seeds,12,16,11,7.27,1.34,1.5,3.01,1.68,1.51,0.31,0.24
52.35,Black,Oil seeds,11,1,36,7.47,0.88,1.54,5.77,1.48,2.95,0.35,0.23
26.04,Loamy,Maize,6,11,34,6.49,0.46,1.54,6.27,0.68,3.31,1.07,0.58
46.38,Loamy,Paddy,10,15,17,7.21,0.46,2.97,4.05,0.95,1.74,1.12,0.56
46.83,Sandy,Tobacco,37,1,0,7.1,0.44,2.17,5.41,0.97,2.03,1.17,0.25
41.27,Loamy,Oil seeds,38,0,4,6.77,1.58,3.11,4.14,1.39,4.98,1.03,0.41
24.21,Loamy,Oil seeds,10,1,39,7.43,0.91,2.25,4.51,1.37,4.55,1.09,0.4
40.24,Loamy,Pulses,19,0,45,6.14,1.67,2.83,5.85,1.89,1.97,1.02,0.44
46.77,Loamy,Wheat,12,3,32,5.99,1.09,3.2,2.83,1.69,3.53,1.16,0.71
45.16,Sandy,Sugarcane,26,0,21,7.25,1.12,2.63,4.62,1.79,2.83,1.05,0.76
55.44,Sandy,Paddy,11,13,17,6.55,1.22,2.6,3.36,1.84,3.4,0.66,0.47
51.57,Clayey,Tobacco,12,0,37,7.24,1.54,1.43,3.86,1.7,3.15,0.52,0.83
40.8,Red,Cotton,42,3,0,7.32,0.84,2.27,5.08,1.0,1.67,0.78,0.53
52.62,Black,Wheat,11,3,33,5.91,0.59,2.62,2.61,0.82,2.6,0.81,0.62
51.55,Sandy,Cotton,15,0,12,7.3,1.29,2.4,4.88,1.36,1.94,0.77,0.32
24.22,Clayey,Pulses,26,0,18,6.56,0.92,3.54,3.63,1.53,3.21,0.91,0.39
39.54,Black,Sugarcane,34,2,0,6.67,1.11,3.56,5.18,1.08,4.68,0.9,0.78
40.27,Black,Cotton,36,0,0,6.87,1.44,3.34,3.07,1.77,4.98,0.29,0.98
24.52,Clayey,Pulses,13,2,37,7.37,1.19,2.18,5.44,1.94,4.8,0.49,0.76
61.71,Black,Oil seeds,18,4,36,5.83,1.39,3.06,5.08,1.35,4.95,1.09,0.24
53.38,Clayey,Cotton,9,0,37,6.61,1.27,2.23,6.38,1.18,1.55,0.79,0.31
23.13,Loamy,Wheat,6,0,34,6.97,1.58,1.8,6.14,1.76,4.05,0.53,0.56
30.7,Loamy,Ground Nuts,11,6,11,7.03,1.53,2.09,3.63,0.54,2.46,1.05,0.79
47.68,Loamy,Maize,21,0,24,6.98,1.25,1.38,2.61,0.69,4.53,0.45,0.33
37.69,Sandy,Cotton,9,4,16,6.03,1.49,2.06,5.12,1.77,4.35,0.61,0.8
43.54,Red,Tobacco,8,13,16,6.31,1.8,2.4,4.91,1.6,2.98,0.48,0.64
46.91,Clayey,Ground Nuts,2,15,20,6.41,1.09,3.68,2.61,1.12,3.16,1.07,0.82
61.58,Black,Cotton,12,0,14,7.17,1.06,2.01,2.99,1.83,2.43,0.93,0.65
59.87,Sandy,Tobacco,4,12,36,6.27,1.62,3.55,4.84,1.03,2.51,0.66,0.68
58.88,Clayey,Barley,17,0,38,6.16,1.33,1.8,6.15,1.45,4.93,1.13,0.4
35.98,Red,Pulses,10,0,18,7.43,0.51,1.7,6.13,1.45,4.61,1.13,0.78
67.32,Sandy,Wheat,14,0,38,5.82,1.83,2.55,3.11,0.78,2.17,0.91,0.88
57.03,Clayey,Paddy,9,8,24,7.5,0.45,2.95,4.04,0.93,2.46,1.09,0.9
45.69,Loamy,Barley,22,1,26,6.95,1.6,1.32,2.67,1.87,1.88,0.92,0.22
34.68,Red,Cotton,17,0,7,7.21,1.61,1.77,4.38,0.78,4.96,0.83,0.7
24.22,Red,Millets,19,0,21,6.3,1.92,2.38,5.51,0.76,4.68,0.62,0.99
52.97,Black,Cotton,11,0,12,5.82,0.49,2.06,5.66,1.22,3.43,0.47,0.67
37.48,Sandy,Ground Nuts,10,1,37,7.05,1.35,3.05,4.5,0.64,3.93,0.26,0.34
26.39,Sandy,Wheat,12,2,27,7.22,1.08,2.53,2.88,1.84,4.12,1.0,0.9
67.17,Clayey,Millets,40,3,2,7.06,0.93,1.62,4.03,0.65,2.21,0.32,0.41
30.16,Red,Paddy,10,0,32,6.04,0.54,3.53,6.23,1.42,4.77,0.61,0.24
49.51,Sandy,Pulses,9,3,39,7.08,1.3,1.96,3.42,1.01,3.34,0.43,0.54
56.14,Red,Paddy,5,13,15,7.11,1.17,3.1,3.78,1.71,1.82,0.65,0.28
41.88,Loamy,Maize,12,2,34,6.92,0.57,3.23,5.49,1.38,2.89,0.51,0.29
35.74,Loamy,Ground Nuts,11,12,21,7.1,1.38,3.7,5.43,1.08,3.61,1.03,0.57
24.78,Loamy,Barley,19,14,13,7.24,1.58,2.5,6.15,1.98,2.73,1.18,0.69
38.6,Red,Sugarcane,21,0,15,6.84,1.63,2.8,4.05,0.6,3.95,1.14,0.92
28.94,Clayey,Ground Nuts,12,0,37,5.95,1.85,2.07,4.56,1.37,4.59,0.82,0.76
23.96,Loamy,Tobacco,9,20,12,6.63,1.06,2.96,4.37,1.98,4.2,1.18,0.87
32.47,Sandy,Tobacco,42,4,0,5.93,1.92,2.4,6.21,1.54,3.75,0.6,0.53
64.3,Loamy,Tobacco,36,4,0,6.49,1.78,2.34,5.58,1.61,3.29,0.72,0.45
38.74,Clayey,Ground Nuts,26,1,17,6.49,0.87,3.42,5.83,0.55,2.39,0.46,0.67
33.63,Black,Paddy,39,0,4,5.91,0.65,1.33,3.03,0.53,3.09,1.1,0.76
52.98,Black,Ground Nuts,17,0,37,6.39,1.1,3.49,5.67,0.55,2.53,0.38,0.65
38.36,Sandy,Wheat,11,0,15,5.99,1.04,3.42,4.23,1.99,4.77,0.81,0.41
30.22,Red,Paddy,19,3,27,7.17,1.32,2.52,2.59,1.97,4.68,1.0,0.5
65.9,Red,Wheat,39,4,4,7.41,1.33,2.47,2.74,1.0,2.05,0.8,0.56
52.77,Red,Oil seeds,13,13,11,5.92,1.6,2.14,5.21,0.94,4.38,0.28,0.21
20.0,Loamy,Cotton,13,8,28,7.42,1.22,3.78,3.99,0.72,3.96,0.81,0.9
46.96,Black,Wheat,40,2,4,6.69,0.57,1.49,5.97,0.99,4.91,0.97,0.61
32.66,Sandy,Tobacco,6,17,21,6.31,1.77,2.73,5.44,1.06,3.12,0.39,0.8
38.08,Sandy,Pulses,25,1,19,5.93,0.9,2.97,2.59,1.62,4.03,0.94,0.34
49.7,Loamy,Tobacco,19,1,36,6.65,1.95,3.63,5.25,1.8,3.31,1.08,0.65
46.15,Black,Pulses,10,21,23,7.15,0.59,3.23,3.27,1.62,1.74,1.19,0.94
25.04,Loamy,Pulses,20,3,16,7.0,1.93,2.87,4.19,1.47,1.66,0.61,0.37
47.01,Red,Sugarcane,21,1,17,5.89,0.55,1.5,5.0,1.65,1.93,0.23,0.48
38.03,Black,Pulses,36,0,3,5.92,0.77,2.17,5.99,1.61,2.54,0.62,0.51
41.8,Black,Pulses,3,17,19,6.48,0.47,1.56,4.32,1.21,2.41,0.86,0.51
22.93,Red,Maize,15,0,16,6.3,1.53,3.49,5.73,1.0,4.05,1.09,0.68
62.33,Black,Millets,9,1,41,6.2,1.76,3.15,5.63,0.92,4.01,1.14,0.52
39.96,Loamy,Paddy,9,3,39,6.28,1.09,3.17,4.16,1.52,4.9,1.11,0.74
57.63,Red,Tobacco,5,9,33,7.17,1.89,2.9,4.5,1.94,2.59,0.86,0.59
43.39,Sandy,Ground Nuts,40,1,4,7.38,1.34,2.52,5.3,1.37,4.78,0.88,0.33
60.43,Black,Wheat,8,0,5,6.49,1.41,1.59,2.62,1.87,3.64,0.2,0.96
42.02,Loamy,Cotton,11,4,46,7.34,1.75,2.06,6.06,0.52,3.23,0.56,0.39
58.57,Red,Wheat,11,4,18,6.35,0.87,1.56,5.58,1.69,3.84,1.11,0.65
31.95,Sandy,Maize,20,3,16,6.61,0.97,3.08,3.5,1.78,3.96,0.89,0.25
60.4,Clayey,Oil seeds,4,3,15,6.18,1.85,1.62,6.42,1.45,2.1,0.67,0.93
29.73,Sandy,Pulses,15,3,38,6.89,1.84,3.03,3.22,1.9,4.13,0.3,0.94
54.65,Sandy,Paddy,39,0,3,7.46,1.96,3.0,6.16,1.38,4.04,0.45,0.49
35.11,Loamy,Tobacco,37,2,3,6.83,1.84,2.39,3.8,0.86,4.99,0.75,0.3
30.72,Clayey,Maize,34,0,0,6.41,0.6,1.55,5.55,0.82,4.69,1.1,0.82
40.7,Black,Tobacco,12,0,18,6.9,1.72,2.02,4.33,1.33,3.9,0.3,0.41
52.01,Black,Cotton,17,0,39,6.01,1.06,2.03,5.45,1.86,3.99,0.35,0.76
70.0,Sandy,Sugarcane,13,0,13,7.31,1.99,3.02,3.12,0.61,4.81,0.86,0.93
47.91,Loamy,Barley,15,14,14,6.66,1.16,1.5,3.58,1.41,4.89,0.49,0.67
23.5,Sandy,Pulses,8,0,34,6.56,1.29,3.36,2.9,1.65,4.39,0.37,0.89
40.56,Sandy,Ground Nuts,20,0,13,6.8,1.25,3.18,5.96,0.67,4.19,0.38,0.38
37.3,Loamy,Wheat,45,0,2,6.86,0.91,1.68,3.69,0.68,1.89,0.69,0.93
59.82,Sandy,Oil seeds,3,10,37,5.92,0.52,3.07,5.28,1.05,4.41,0.78,0.38
36.04,Red,Barley,37,2,0,6.96,1.83,2.94,5.78,0.91,2.39,1.1,0.38
41.86,Sandy,Maize,9,8,31,6.21,1.68,3.15,6.11,0.8,3.47,0.73,0.9
44.33,Sandy,Wheat,8,12,10,7.01,0.62,1.69,2.93,0.8,2.92,0.89,0.64
35.06,Black,Cotton,13,0,4,7.2,1.64,1.61,6.07,0.7,2.71,0.38,0.84
60.38,Loamy,Wheat,19,0,23,7.17,1.4,1.81,3.29,1.42,2.59,0.91,0.84
67.2,Red,Barley,14,0,37,6.74,1.05,2.15,5.45,1.53,4.49,0.85,0.72
37.45,Red,Tobacco,17,0,40,6.68,0.81,3.26,5.42,1.55,4.19,0.42,0.35
62.55,Loamy,Sugarcane,12,4,38,6.04,1.78,3.12,2.53,1.3,3.33,0.87,0.75
60.21,Red,Wheat,10,0,10,7.12,1.52,3.61,3.38,1.93,3.83,0.41,0.25
40.14,Clayey,Paddy,19,0,20,6.26,1.28,1.35,4.47,1.82,4.95,0.79,0.36
32.57,Clayey,Paddy,9,19,18,6.64,1.38,1.23,4.18,1.94,2.89,0.87,0.71
61.42,Black,Tobacco,13,0,12,6.28,0.55,3.02,6.17,1.08,3.43,0.89,0.93
32.44,Sandy,Oil seeds,2,14,20,6.03,1.16,1.93,3.94,1.82,3.37,1.11,0.82
27.08,Red,Millets,11,2,8,6.87,0.71,2.07,6.25,1.64,4.78,1.15,0.47
54.59,Red,Oil seeds,13,8,35,5.89,0.73,2.62,4.34,1.01,2.73,1.01,0.86
35.02,Loamy,Millets,41,0,0,7.07,1.46,1.47,6.36,0.66,4.95,1.08,0.97
32.44,Clayey,Ground Nuts,38,2,0,6.34,1.86,2.87,5.45,1.52,2.57,0.22,0.47
41.74,Black,Pulses,23,1,23,5.8,1.05,2.05,5.82,0.7,1.88,0.56,0.35
51.39,Loamy,Tobacco,27,0,17,6.67,0.73,2.85,2.92,0.94,2.17,0.24,0.36
39.32,Red,Ground Nuts,34,0,3,5.88,1.44,3.37,4.84,1.25,2.99,0.42,0.52
70.0,Sandy,Maize,26,2,24,6.27,1.79,1.64,3.07,1.52,3.77,0.58,0.24
35.74,Red,Paddy,34,3,0,7.0,1.6,3.62,3.69,1.89,3.31,1.07,0.59
50.32,Clayey,Ground Nuts,23,0,18,5.91,1.79,2.58,4.99,1.39,2.82,0.71,0.79
31.77,Red,Sugarcane,41,0,0,7.23,1.26,3.6,5.4,1.51,3.47,0.85,0.62
48.74,Clayey,Tobacco,12,8,29,5.81,1.6,1.74,2.66,0.97,4.44,0.56,0.98
38.52,Red,Ground Nuts,13,4,42,6.22,0.62,2.77,4.62,1.53,4.44,0.8,0.57
29.06,Clayey,Millets,16,0,15,7.06,0.96,2.25,4.76,1.16,4.04,1.02,0.21
61.23,Red,Ground Nuts,8,0,13,6.34,1.02,3.21,2.82,1.79,4.83,0.5,0.58
52.22,Black,Ground Nuts,6,10,29,5.97,1.22,2.78,4.5,1.09,3.57,1.13,0.94
44.35,Clayey,Cotton,39,0,3,6.41,1.89,2.49,5.36,1.2,1.53,0.41,0.28
43.7,Red,Maize,11,8,14,6.26,1.8,3.57,2.71,1.15,2.52,1.12,0.38
28.36,Loamy,Wheat,16,1,34,7.23,0.62,2.18,5.54,1.72,2.65,0.23,0.77
49.01,Clayey,Maize,44,0,2,6.33,0.68,1.77,4.81,1.93,3.42,0.74,0.44
34.2,Sandy,Ground Nuts,35,3,4,7.14,0.97,2.78,5.83,0.99,4.67,1.19,0.81
50.81,Sandy,Tobacco,7,7,37,7.32,0.87,2.82,3.37,1.21,4.43,0.81,0.54
66.53,Red,Sugarcane,21,0,21,6.54,1.38,2.34,5.83,1.56,2.31,0.75,0.84
54.53,Sandy,Barley,13,0,35,7.35,1.84,2.47,2.88,1.84,3.32,0.88,0.64
42.95,Sandy,Millets,24,0,17,6.44,1.94,3.69,4.12,1.24,3.81,0.49,0.27
38.7,Red,Millets,19,4,26,7.44,1.45,3.1,3.3,0.66,4.96,0.25,0.51
38.5,Red,Wheat,16,3,27,5.95,1.74,1.49,6.0,1.05,1.61,0.45,0.47
63.78,Sandy,Paddy,10,8,11,6.97,1.24,1.75,5.32,1.33,3.12,0.38,0.85
35.57,Sandy,Barley,13,8,32,6.64,0.73,3.74,2.6,1.13,4.96,1.12,0.7
30.96,Red,Maize,8,0,10,6.46,1.24,3.09,2.54,0.78,4.92,1.05,0.82
36.75,Clayey,Sugarcane,20,0,22,6.88,1.29,3.58,3.66,0.56,2.66,0.52,0.5
61.72,Red,Oil seeds,18,0,38,7.0,1.59,1.99,3.07,1.53,1.5,1.04,0.75
30.23,Clayey,Barley,9,0,38,5.81,0.75,3.13,5.02,1.99,3.55,0.41,0.25
61.27,Sandy,Maize,12,0,32,6.08,0.99,3.06,5.16,1.88,4.53,0.4,0.23
49.95,Black,Wheat,18,0,25,7.01,0.98,1.97,6.27,1.52,2.64,0.97,0.43
25.69,Loamy,Tobacco,6,18,20,6.93,1.94,2.63,6.31,1.76,4.77,0.53,0.82
36.58,Red,Millets,5,5,28,7.44,1.11,2.83,5.14,0.88,2.66,0.26,0.63
21.43,Red,Cotton,12,1,36,7.09,1.61,2.45,2.52,1.43,3.64,0.92,0.53
31.86,Red,Wheat,13,0,11,7.42,1.6,3.35,3.94,0.59,4.03,1.19,0.92
50.85,Sandy,Wheat,9,11,23,6.99,0.82,3.37,4.55,1.56,2.71,0.77,0.6
37.19,Sandy,Maize,23,0,15,6.31,1.31,3.41,4.5,1.95,2.73,0.46,0.69
49.07,Clayey,Wheat,10,8,32,5.98,1.83,3.29,4.91,1.79,3.14,0.57,0.99
42.29,Sandy,Ground Nuts,11,4,26,7.13,1.16,2.47,6.34,1.3,4.42,0.85,0.62
50.23,Clayey,Barley,8,18,10,6.9,1.91,2.19,6.04,1.68,1.85,0.9,0.83
51.79,Loamy,Wheat,26,0,16,5.88,0.74,3.36,2.94,1.92,3.71,1.09,0.53
34.79,Red,Sugarcane,40,2,0,6.41,0.52,2.47,3.56,0.82,3.87,1.11,0.23
35.02,Loamy,Barley,19,0,16,7.43,1.83,1.84,5.83,1.69,3.45,1.06,0.87
30.22,Clayey,Cotton,37,0,0,6.65,1.76,2.52,5.8,0.9,4.78,0.85,0.96
36.84,Clayey,Millets,17,0,34,6.54,1.99,1.57,3.6,1.82,3.61,0.65,0.55
58.19,Loamy,Sugarcane,43,2,0,6.58,1.49,3.0,5.42,0.65,3.72,0.88,0.6
70.0,Red,Paddy,9,0,34,6.16,1.9,2.07,5.19,0.77,3.6,0.87,0.54
62.73,Clayey,Pulses,11,4,14,6.43,1.72,1.88,4.39,1.58,4.03,0.42,1.0
55.42,Red,Tobacco,6,0,40,6.43,1.75,3.69,3.31,0.76,1.97,0.71,0.92
37.95,Clayey,Pulses,37,0,0,5.89,1.31,3.22,6.05,0.74,4.63,0.41,0.23
34.63,Red,Wheat,4,12,28,7.1,1.01,3.25,5.21,1.33,1.65,1.1,0.82
28.12,Sandy,Ground Nuts,39,0,0,6.51,1.9,2.82,3.18,1.75,3.74,0.52,0.68
36.98,Sandy,Paddy,15,0,37,7.2,1.09,3.38,5.32,0.9,3.65,1.01,0.22
28.75,Black,Sugarcane,13,4,38,7.25,1.26,3.17,5.47,1.76,2.23,0.58,0.56
44.94,Black,Pulses,10,1,38,6.16,1.11,2.76,6.05,1.71,1.64,0.96,0.32
37.92,Red,Barley,16,2,15,6.92,1.3,3.7,3.39,1.37,1.99,0.42,0.9
46.84,Black,Millets,40,0,0,6.6,1.15,1.7,6.46,1.47,2.45,0.96,0.21
35.3,Black,Oil seeds,21,0,22,7.3,0.48,3.65,3.11,0.56,4.59,0.38,0.9
69.17,Red,Sugarcane,11,5,29,6.17,1.81,2.24,4.9,1.05,4.5,0.69,0.95
43.64,Red,Maize,21,0,18,6.95,1.11,2.57,5.13,0.9,1.72,0.31,0.26
66.79,Black,Barley,15,0,43,6.83,1.34,1.52,4.18,0.73,2.51,0.73,0.78
32.88,Red,Paddy,16,4,44,6.3,0.62,2.6,4.4,1.08,4.61,1.02,0.64
36.61,Sandy,Barley,5,10,28,6.03,0.41,2.79,6.06,1.03,2.33,0.96,0.96
54.46,Sandy,Barley,15,4,38,6.91,0.79,3.79,5.08,1.59,4.99,0.25,0.84
31.58,Sandy,Cotton,23,0,15,7.06,1.53,3.74,4.49,1.4,2.4,0.69,0.76
60.71,Loamy,Wheat,14,11,18,6.34,0.56,3.71,3.01,1.87,4.09,1.05,0.94
39.79,Clayey,Sugarcane,15,0,32,6.9,1.85,2.11,2.53,0.72,2.96,0.85,0.33
52.2,Red,Sugarcane,40,2,0,6.47,0.74,3.78,3.0,0.59,1.98,0.26,0.5
37.65,Clayey,Barley,2,17,16,7.01,0.73,2.38,6.32,1.3,2.39,0.53,0.87
20.35,Red,Barley,16,0,38,6.14,0.69,3.41,5.56,0.5,3.86,0.76,0.28
61.24,Loamy,Wheat,4,9,34,7.31,0.42,1.76,6.37,1.68,2.68,0.37,0.95
37.76,Sandy,Barley,27,1,19,6.29,1.63,2.52,2.64,1.26,3.61,0.88,0.8
54.65,Red,Oil seeds,27,0,16,6.43,1.8,3.71,5.22,1.23,2.22,0.83,0.55
66.05,Red,Pulses,9,0,34,5.9,1.38,3.66,2.68,1.04,3.07,0.4,0.47
22.13,Loamy,Paddy,8,0,14,5.99,0.7,2.98,5.63,1.06,3.29,0.75,0.32
48.14,Sandy,Maize,16,11,14,6.68,0.86,3.27,4.02,1.15,2.94,1.01,0.27
37.92,Clayey,Tobacco,6,0,37,6.25,1.16,1.66,2.88,0.52,2.19,0.57,0.54
29.12,Black,Tobacco,3,12,17,7.22,1.93,3.08,4.77,0.63,3.12,0.45,0.87
70.0,Clayey,Sugarcane,9,12,33,5.82,0.8,2.81,3.62,1.26,3.93,0.9,0.63
43.95,Red,Tobacco,33,4,1,6.44,1.57,1.44,5.14,0.73,4.88,0.27,0.56
38.29,Black,Maize,27,0,16,6.37,1.1,1.49,5.13,1.67,4.26,1.03,0.46
41.77,Loamy,Cotton,13,7,9,5.83,0.88,1.48,5.32,0.91,2.07,1.14,0.33
55.47,Red,Maize,12,6,32,6.01,1.13,3.08,6.47,0.65,2.45,1.16,0.99
25.31,Clayey,Maize,10,3,36,6.5,0.51,1.57,4.05,0.85,1.78,0.63,0.22
35.22,Red,Pulses,4,12,20,6.64,1.68,2.42,4.36,1.04,1.97,0.82,0.45
42.62,Clayey,Ground Nuts,5,16,9,6.49,0.79,2.13,5.72,0.55,2.38,1.06,0.82
40.81,Loamy,Paddy,16,2,37,6.7,1.56,2.63,4.81,0.71,2.2,0.42,0.62
22.31,Red,Oil seeds,23,3,23,6.81,0.51,3.04,2.65,0.99,2.25,0.23,0.45
53.72,Clayey,Ground Nuts,41,1,0,5.82,1.93,2.98,5.87,0.97,2.31,0.58,0.99
43.35,Red,Wheat,8,13,16,6.59,0.71,2.54,2.71,1.7,2.55,1.08,0.7
61.51,Loamy,Cotton,12,11,27,7.44,1.81,2.41,3.18,1.76,1.94,0.71,0.44
61.83,Loamy,Oil seeds,6,5,27,6.68,1.7,2.23,2.91,0.79,2.47,0.73,0.88
30.08,Black,Barley,22,4,16,6.95,1.95,3.44,2.81,0.69,3.91,0.89,0.32
43.22,Loamy,Cotton,16,0,40,6.33,1.16,2.06,2.6,1.45,2.33,0.77,0.57
32.09,Clayey,Millets,20,0,21,7.12,1.56,1.87,2.72,1.71,2.1,0.25,0.87
